nom	adaptat	lat	lon	email	telf	fax	addr	url
Restaurant Mayura	0	41.3938707083	2.17219469444	Work: es@mayuralounge.es	Work: +34 934814536	Fax: +34 933969651	C Girona 57 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.mayuralounge.es
Restaurant L'Office	0	41.390882925	2.14905991667	Work: http://www.restaurantoffice@wanadoo.es	Work: +34 934442288		C Villarroel 227 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Xiringuito Nueva Ola	0	41.4018681972	2.21532266667		Work: +34 605921488		Ptja Nova Mar Bella 100*LP, 08019, Poble Nou, Sant Martí, BARCELONA	
Bar cafeteria Il Caffè di Roma *Gran de Gràcia	0	41.4011298583	2.153795				C Gran de Gràcia 105, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Tequila	0	41.3797879444	2.17659391667				C Escudellers 20, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Rostisseria Servipollo	0	41.3730911806	2.16656872222		Work: +34 934431717		C Roser 37 bxs, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Bar Cafeteria Al Sur	0	41.3921153722	2.14683994444		Work: +34 934108510		C Buenos Aires 38*40 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Sindur	0	41.3911432472	2.15201430556	Work: sindurgroup@hotmail.com	Work: +34 934105819		C Còrsega 211*bis pbx, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Lolita *Tenor Masini	0	41.3764407139	2.13225916667	Work: administracio_montse@hotmail.com	Work: +34 934503000		C Tenor Masini 20 pbx, 08028, Sants, Sants-Montjuïc, BARCELONA	
Bar Ultramarinos	0	41.3755543722	2.16801372222	Work: ultramarinosbar@hotmail.com	Work: +34 635144726		C Sant Pau 126 pbx, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar The Rock	0	41.3837886306	2.18241344444		Work: +34 619432737		Pl Fossar de les Moreres 5, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Gandhi	0	41.4023673722	2.20496836111		Work: +34 933009312	Fax: +34 933009313	C Bilbao 30*32, 08005, el Poblenou, Sant Martí, BARCELONA	
Restaurante Mondo Club	0	41.3771422333	2.18301411111		Work: +34 932213911	Fax: +34 932213911	Moll Espanya 1, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.mondobcn.com
Bar musical Rococó	0	41.3868846167	2.17882819444		Work: +34 932691658		C Gombau 5*7 bxs, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Goa	0	41.3810307972	2.180461	Work: info@goabcn.com	Work: +34 933101522		C Ample 46, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.goabcn.com
Restaurant Cafe Rock	0	41.406721625	2.19540905556		Work: +34 661858342		C Sant Joan de Malta 125 bxs, 08018, Provençals del Poblenou, Sant Martí, BARCELONA	
Restaurant Enologic Bcn	0	41.3946012194	2.17385941667	Work: info@enologicbcn.com	Work: +34 932655700		C Bailèn 56 pbx, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.enologicbcn.com
Restaurant La Vinya del Mar	0	41.3775976722	2.19057608333		Work: +34 932214011		C Almirall Aixada 21 pbx, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Hotel Rafael Diagonal Port	0	41.4006496111	2.208816	Work: diagonalport@rafaelhoteles.com	Work: +34 932302000	Fax: +34 932302010	Lope de Vega 4, 08005, Poble Nou, Sant Martí, BARCELONA	http://www.rafaelhoteles.com
Restaurant Cardamón	0	41.3869642861	2.18028444444	Work: info@cardamon.es	Work: +34 932955059		C Carders 31, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Dass	0	41.3959056722	2.17011813889	Work: lsbdass_2003@yahoo.es	Work: +34 932315571		C Aragó 334 Pbx, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Basic Born	0	41.3867704944	2.18242758333	Work: born@chicandbasic.com	Work: +34 932954654	Fax: +34 932954653	C Princesa 50, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.chicandbasic.com
Restaurant Habibi	0	41.3978504222	2.15726811111				C Gran de Gràcia 7, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Bembi	0	41.3937360889	2.16903411111	Work: info@bembi-barcelona.com	Work: +34 935024952	Fax: +34 935006914	C Consell de Cent 377, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.bembi-barcelona.com
Restaurant Fratelli La Bufala	0	41.3892967722	2.17185277778	Work: info@fratellilabufala.com	Work: +34 934814963		C Pau Claris 72 bxs, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.fratellilabufala.com
Parc del Castell de l'Oreneta	0	41.3989685333	2.11400355556		Work: +34 600748470		C Montevideo 45, 08034, Sarrià, Sarrià-Sant Gervasi, BARCELONA	http://www.grupbellavista.com
Abissinia - Restaurant Etíop	0	41.4062273028	2.16010944444		Work: +34 932130785		C Torrent de les Flors 55, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Kit Kat	0	41.3955316556	2.14364208333		Work: +34 932405248		C Laforja 132, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Gresca	0	41.3913184111	2.15714116667		Work: +34 934516193		C Provença 230, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Acai	0	41.3740452472	2.15993455556	Work: acairestaurant@hotmail.com	Work: +34 936007839		C Elkano 69 bxs, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Rouge Bar	0	41.3857954972	2.18272772222		Work: +34 932684514		Pl Comercial 2, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Café Bar Dolce	0	41.3940607139	2.14748102778		Work: +34 934144951		C Casanova 262, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Pitín Bar	0	41.3851600278	2.18325655556		Work: +34 933195087		Pg Born 34 bxs, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Divinus	0	41.3871214778	2.16742472222		Work: +34 934815131	Fax: +34 933182288	Rda Universitat 33, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.restaurantedivinus.com
Salsitxeria i cerveseria Maximilian *Illa Diagonal	0	41.3897150556	2.13537755556	Work: ang@angrup.com	Work: +34 934105848		Av Diagonal 545 577, 08029, les Corts, Les Corts, BARCELONA	http://www.angrup.com
Bar Restaurant La Caseta del Migdia	0	41.3613744722	2.15971094444	Work: marc@desconnecta.com	Work: +34 617956572		Pg Migdia 187, 08038, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.lacaseta.org
Cafeteria-floristeria Terrôs	0	41.3819451778	2.16439905556		Work: +34 933427363		C Sant Vicenç 35, 08001, el Raval, Ciutat Vella, BARCELONA	
 Pimienta	0	41.3945137083	2.16554625		Work: +34 934875831		C València 273, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Hilton Diagonal Mar Barcelona	0	41.4082406611	2.21835997222	Work: diagonalmarbarcelona@hilton.com	Work: +34 935070707	Fax: +34 935070700	Pg Taulat 262*264 bxs, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.hilton.com
Restaurant Ca La Monyos	0	41.3728895778	2.15562944444		Work: +34 932893818		C Mare de Déu del Remei 53, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Bar musical Indian Lounge	0	41.3776952083	2.17211647222		Work: +34 620530903		C Sant Ramon 23, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant La Taverna del Clínic	0	41.3888599028	2.15123772222		Work: +34 934104221		C Rosselló 155, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Baserri Taberna	0	41.3813560028	2.17960536111		Work: +34 932683296		C Correu Vell 4, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Fresc Co *Gran Gràcia	0	41.398698125	2.15695255556	Work: frescco@frescco.com	Work: +34 932372560		C Gran de Gràcia 30, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.frescco.com
Astoria Opium Restaurant	0	41.3937356417	2.15319416667	Work: info@opiumcinema.com	Work: +34 618754421		C París 193, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.grupocostaeste.com
Restaurant Mercat d'Orient	0	41.3801575667	2.16279244444		Work: +34 934260811		C Tamarit 193, 08011, Sant Antoni, Eixample, BARCELONA	
Sorriso	0	41.3893184889	2.17083747222		Work: +34 933010981		C Casp 22, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Zenit Barcelona	0	41.3949134583	2.14686838889	Work: restbarcelona@zenithoteles.com	Work: +34 932411800	Fax: +34 932411805	Santaló 8, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.zenithoteles.com
Restaurant Mamitalinda	0	41.3803306306	2.16585852778		Work: +34 934426058		C Riera Alta 33, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Moskva	0	41.3867990889	2.16522227778		Work: +34 934814570		G.V. Corts Catalanes 602, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Magnolia	0	41.3823757167	2.17781427778	Work: info@magnoliabarcelona.com	Work: +34 933042376		C Ciutat 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.magnoliabarcelona.com
La Tienda del Gordo Cabrera	0	41.3927121444	2.16825316667		Work: +34 934879174		C Consell de Cent 336, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Caffe d'Arts	0	41.3962736556	2.16712122222		Work: +34 934587915		C Bruc 118, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Lolita *Còrsega	0	41.4093730778	2.17625077778		Work: +34 934503125		C Còrsega 629, 08025, la Sagrada Família, Eixample, BARCELONA	
Restaurant Comiols	0	41.3989409222	2.14678375	Work: info@comiols.es	Work: +34 932090791		C Madrazo 68*70, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.comiols.es
 Ready *World Trade Center	0	41.3717742889	2.18076388889		Work: +34 933025627		Moll Barcelona 1 bxs, 08039, el Raval, Ciutat Vella, BARCELONA	http://www.freshandready.net
Restaurant Pomarada	0	41.3938828833	2.16328547222	Work: info@pomarada.com	Work: +34 934961818		Pg Gràcia 78 pral, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.pomarada.com
Bar Chatelet	0	41.4040042583	2.15834972222		Work: +34 932849590		C Torrijos 54, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Belice Cru	0	41.3960081472	2.14632747222		Work: +34 934146415		C Santaló 36, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Hotel H10 Casanova	0	41.3842265806	2.16091958333		Work: +34 933964800		G.V. Corts Catalanes 559, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.rafaelhoteles.com
Gelateria Giangrossi *Illa Diagonal	0	41.3897150556	2.13537755556	Work: jjover@giangrossi.es	Work: +34 934106932		Av Diagonal 555*559 bxs, 08029, les Corts, Les Corts, BARCELONA	http://www.giangrossi.es
Restaurant  Frankfurt Pedralbes *Alfambra	0	41.3869884028	2.11252966667		Work: +34 932041026		C Alfambra 20, 08034, Pedralbes, Les Corts, BARCELONA	http://www.frankfurtscasavalles.com
Restaurant Bar Canalla	0	41.3995828722	2.12166930556		Work: +34 932058806		C Major de Sarrià 95*LB, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Mu Bufet *Pedralbes Centre	0	41.3882387972	2.12876161111		Work: +34 933212676		Av Diagonal 609*615, 08028, les Corts, Les Corts, BARCELONA	http://www.angrup.com
 R Sushi Creativo *Pedralbes Centre	0	41.3882387972	2.12876161111		Work: +34 934196968		Av Diagonal 609*615, 08028, les Corts, Les Corts, BARCELONA	http://www.sushicreativo.com
Bar Cala del Vermut	0	41.3855639639	2.17521883333		Work: +34 933179623		C Copons 2, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Vegetalia	0	41.3804292722	2.17769477778	Work: vegetalia@vegetalia.es	Work: +34 933173331		C Escudellers 54, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant D9	0	41.3799003889	2.17915861111		Work: +34 933020102		C Carabassa 19, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Ciao Bella	0	41.3904952722	2.15831030556		Work: +34 934519729		C Mallorca 210, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
 Chics *Diagonal Mar	0	41.4104265556	2.21640508333		Work: +34 933562981		Av Diagonal 3, 08019, Poble Nou, Sant Martí, BARCELONA	
Restaurant Divinus *Rosselló	0	41.3939170667	2.15797169444		Work: +34 933686127		C Rosselló 231, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.grupcacheiro.com
Restaurant Trobador *Rosselló	0	41.3951970861	2.15965338889		Work: +34 933685795		C Rosselló 255, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.grupcacheiro.com
Restaurant Tartaruga	0	41.3956088722	2.14377238889		Work: +34 934142844		C Laforja 128, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Il Trastevere	0	41.428963725	2.16195677778		Work: +34 934290399		C Dante Alighieri 9*11 bxs, 08032, Horta, Horta-Guinardó, BARCELONA	
Central Cafè *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934101545		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.centralcafe.es
 Ready *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934301383		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.freshandready.net
Restaurant Ándele *Illa Diagonal	0	41.3897150556	2.13537755556	Work: info@andele.es	Work: +34 933211017		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.andele.es
Restaurant Bovinum *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934440067	Fax: +34 934440069	Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Iboo *Illa Diagonal	0	41.3897150556	2.13537755556	Work: iboobcn@hotmail.com	Work: +34 935025542		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.iboobarcelona.com
Hotel Axel	0	41.3874665111	2.1603705	Work: barcelona@axelhotels.com	Work: +34 933239393	Fax: +34 933239394	C Aribau 33, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.axelhotels.com
Restaurant Toc de Gràcia	0	41.3980493722	2.15946547222		Work: +34 933682844		C Bonavista 10, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Semola	0	41.4080045972	2.18162955556		Work: +34 658039249		C Mallorca 524, 08026, el Camp de l'Arpa del Clot, Sant Martí, BARCELONA	
Bar La Violeta de Gràcia	0	41.4010474944	2.15604361111		Work: +34 932189235		C Sant Joaquim 14, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Lactuca *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934440198		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.lactuca.com
Cafeteria Restaurant Laie *Illa Diagonal	0	41.3897150556	2.13537755556	Work: illa@laie.es	Work: +34 934197442		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.laie.es
Restaurant Mo-Ma	0	41.3943558667	2.19864627778		Work: +34 659184983		C Àvila 19, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Origen 99,9% *Muntaner	0	41.4001285583	2.14133283333	Work: muntaner@origen99.com	Work: +34 932014579	Fax: +34 932411786	C Muntaner 409, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.origen99.com
Té, Chocolate y Café *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934440099		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Petit Grill Vilaplana	0	41.3897150806	2.13538063889		Work: +34 934440148		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Restaurant La Superllesca	0	41.3895091417	2.15700388889	Work: info@lasuperllesca.com	Work: +34 935128391		C Mallorca 188, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.lasuperllesca.com
Hotel Condes de Barcelona	0	41.3933526944	2.16210291667	Work: info@loidi.com	Work: +34 934929292		C Mallorca 248, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.loidi.com
Restaurant Oben *Via Laietana	0	41.3846726972	2.17797266667		Work: +34 932955069		Via Laietana 28, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.ecoveritas.es
Restaurant Foster's Hollywood *Balmes	0	41.3904745889	2.16126786111	Work: fostershollywood@fostershollywood.es	Work: +34 934960387		C Balmes 76, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.fostershollywood.es
Restaurant Club  7 a 9	0	41.3929876389	2.16921783333		Work: +34 932160352		C Roger de Llúria 54, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant La Mafia Se Sienta a la Mesa	1	41.3893789611	2.171743	Work: info@lamafia.es	Work: +34 933043593	Fax: +34 933043594	C Pau Claris 74, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.lamafia.es
Restaurant Cocteleria El Teatre	0	41.3894889917	2.17295525		Work: +34 934815294		Pl Urquinaona 5, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Casino de l'Aliança del Poblenou	0	41.3997039611	2.20323247222		Work: +34 932252088		Rbla Poblenou 42 bxs, 08005, el Poblenou, Sant Martí, BARCELONA	
Restaurant Ría de Vigo	0	41.3934856722	2.15777619444		Work: +34 934872936		C Rosselló 204, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Juicy Jones *Hospital	0	41.3801335194	2.16916697222		Work: +34 934439082		C Hospital 74, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Restaurant Rocambole	0	41.3739630361	2.16621736111		Work: +34 933293407		C Salvà 22, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Batik	0	41.4029313944	2.17712733333		Work: +34 932316015		C València 454, 08013, la Sagrada Família, Eixample, BARCELONA	
Bar Restaurant Cafè Milans	0	41.3806657083	2.17918288889		Work: +34 932689392		C Milans 7, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant I Sapori d'Italia	0	41.3921408778	2.15454952778		Work: +34 932174708		C Aribau 152, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Creps i Més	0	41.3970133306	2.15154130556		Work: +34 933684117		C Granada del Penedès 28, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Carmanyola	0	41.4013923722	2.20721822222		Work: +34 932214970		Pl Julio González 3*4, 08005, el Poblenou, Sant Martí, BARCELONA	
Hotel Eurostars Anglí	0	41.4030980556	2.12311525		Work: +34 932069944		C Anglí 60, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant  Picón-5	0	41.3957048861	2.17239958333		Work: +34 932329601		C Bailèn 74, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Pizzeria Tan Taran Tan *Capità Arenas	0	41.39375515	2.12483986111		Work: +34 932521201		C Capità Arenas 62, 08034, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Raclet de Laforja	0	41.4000547639	2.15082838889		Work: +34 932388782		C Laforja 8, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Da Raimondo	0	41.4061104722	2.14373569444		Work: +34 932122517		C Putget 36, 08023, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Cafeteria Bracafé *Rambla del Poblenou	0	41.4003766778	2.20198244444		Work: +34 934852307		Rbla Poblenou 55, 08005, el Poblenou, Sant Martí, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Llenguadoc	0	41.4305031444	2.18564255556		Work: +34 933111400		C Llenguadoc 92, 08030, Sant Andreu, Sant Andreu, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Avinguda República Argentina	0	41.4100464694	2.14588208333		Work: +34 932198260		Av República Argentina 75, 08023, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Comte d'Urgell	0	41.3890210972	2.14974483333		Work: +34 933215093		C Comte d'Urgell 222, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Montsant	0	41.4333958361	2.16989538889		Work: +34 934208035		C Montsant 27, 08031, el Turó de la Peira, Nou Barris, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Ronda Sant Antoni	0	41.3812590333	2.16374791667		Work: +34 934415272		Rda Sant Antoni 52*56, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.bracafe.com
Cafeteria Bracafé *Calàbria	0	41.3792265194	2.15545558333		Work: +34 933257177		C Calàbria 97, 08015, Sant Antoni, Eixample, BARCELONA	http://www.bracafe.com
Restaurant Mu Bufet *Escudellers	0	41.3795729611	2.17627288889		Work: +34 933024875		C Escudellers 23, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.angrup.com
Bar City Golf Café	0	41.4080247778	2.13816369444		Work: +34 935025615		C Balmes 438, 08022, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
